TBESH - Translators Brief lexicon of Extended Strongs for Hebrew - STEPBible.org CC BY
See also
TFBDB - Translators Formatted full BDB lexicon - STEPBible.org CC BY (not yet available)
========================================================
Extended Strongs for Hebrew is backward compatible with original Strong and extended to include all entries in BDB (compatible with OpenScriptures) and all prefixes, suffixes, personal pronoun endings and punctuation (as tagged in Tyndale House texts) 
The Brief lexicon is based on Abridged BDB by Online Bible, and edited to conform with the extended Strongs. This is provided  for guidence only. Permission should be gained from Online Bible before these definitions are applied in any project. 
The Full lexicon is edited from the Full BDB by Tyndale House, formatted to make it easy to read, with expansion of abbreviations and revealing bibliographic details on hover. 

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

FIELD DESCRIPTIONS:
==============

eStrong#	These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org. This adds about 800 words which are found in modern lexicons but were not differentiated by Strong. 
	Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge. 
dStrong#	These Disambiguated Strong numbers differentiates distinct sub-meaning of words, and distinct indivuduals with the same name - see TinyURL.com/DisambiguatedStrongs. They are designed to be backward compatible with software that uses Strongs numbers. 
uStrong#	These Unified Strong numbers link together dStrong numbers that can be regarded as a single word, such as Aramaic & Hebrew versions or different spellings of the same word, and alternate names of the same individual or place. 

Gloss	These were created by Tyndale scholars

Hebrew form	These are based on BDB, then normalised. 

Transliteration	

Morph	These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
	Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
	Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative, Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
	Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
	Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
(notes re Morph) 	Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
	Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city. So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
	Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
	When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
	When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place, eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point, eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not redirect to the entry for that person. 
	Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T, Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L

Meaning	These are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only. Permission should be gained from Online Bible before these are applied in any project. 
	These defs refer to J. Green's A Concise Lexicon of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),)
	These definitions were edited to align with the eStrongs by Tyndale House Cambridge. Alignment with dStrongs is not yet completed. 


eStrong#	dStrong	uStrong	Hebrew	Transliteration	Morph	Gloss	Meaning
H0022	H0022G =	H0022G	אֲבִיאֵל	a.vi.el	N:N-M-P	Abiel	Abiel = "El (God) is (my) father"<br> Saul's grandfather, a man of the tribe of Benjamin living at the time of United Monarchy, first mentioned at 1Sa.9.1; <br> son of: Zeror (H6872C); married to Maacah (H4601N); <br> father of: Kish (H7027), Ner (H5369), Abdon (H5658J), Zur (H6698I), Baal (H1168B), Nadab (H5070J), Gedor (H1446I), Ahio (H0283I), Zecher (H2144) and Mikloth (H4732); also called Jeiel (Ketiv: Jeuel; KJV: Jehiel) at 1Ch.9.35;  Ner at 1Ch.8.33; 9.39; 
H0022	H0022H = a Name of	H0045	אֲבִיאֵל	a.vi.el	N:N-M-P	Abiel	Abiel, a man living at the time of United Monarchy, first mentioned at 2Sa.23.31<BR>Another name of <i>a.vi-al.von</i> (אֲבִי־עַלְבוֹן "Abi-albon" H0045)<BR> § Abiel = "El (God) is (my) father"<br> Saul's grandfather
H0023	H0023 = a Name of	H0043	אֲבִיאָסָף	a.vi.a.saph	N:N-M-P	Abiasaph	A man of the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.24; <br> son of: Korah (H7141I); <br> brother of: Assir (H0617) and Elkanah (H0511); <br> father of: Assir (H0617H) and Kore (H6981); also called Abiasaph at Exo.6.24;  Asaph at 1Ch.26.1; <BR>Another name of <i>ev.ya.saph</i> (אֶבְיָסָף, אֲבִיאָסָף "Ebiasaph" H0043) <BR> § Abiasaph = "my father has gathered"<br> son (descendant) of Korah<br>
H0024	H0024 =	H0024	אָבִיב	a.viv	H:N-M / N:N--T	Abib	Month of exodus and passover (March or April) <BR>Also named: <i>ni.san</i> (נִיסָן "Nisan" H5212) <BR> This name means fresh, young barley ears, barley<br>
H0025	H0025 = combination of	H0022G (H0001I+H1391)	אֲבִי גִבְעוֹן	a.vi giv.on	N:N-M-P	Abi-gibeon	Abi Gibon = "father of Gibeon"<br> site of great Bamah, location of the tabernacle of the Lord in the high place
H0026	H0026G =	H0026G	אֲבִיגַ֫יִל, אֲבִיגַ֫ל	a.vi.ga.yil	N:N-F-P	Abigail	A woman living at the time of United Monarchy, first mentioned at 1Sa.25.3; married to David (H1732) and Nabal (H5037); <br> mother of: Chileab (H3609)<BR>§ Abigail = "my father is joy"<br>1) wife of Nabal, then of David
H0026	H0026H =	H0026H	אֲבִיגַ֫יִל, אֲבִיגַ֫ל	a.vi.ga.yil	N:N-F-P	Abigail	A woman living at the time of United Monarchy, first mentioned at 2Sa.17.25; <br> daughter of: Nahash (H5176I) and Nahash (H5176I)(?); <br> sister of: David (H1732)(?), Eliab (H0446I)(?), Abinadab (H0041I)(?), Shimeah (H8093)(?), Nethanel (H5417H)(?), Raddai (H7288)(?), Ozem (H0684)(?), Zeruiah (H6870)(?), Abigail (H0026H)(?) and Elihu (H0453J)(?); married to Jether (H3500H); <br> mother of: Amasa (H6021)<BR>§ Abigail = "my father is joy"<br>sister of David
H0027	H0027 =	H0027	אֲבִידָן	a.vi.dan	N:N-M-P	Abidan	A man living at the time of Egypt and Wilderness, first mentioned at Num.1.11; <br> son of: Gideoni (H1441) <BR> § Abidan = "my father is judge"<br> a prince (ruler) of Benjamin<br>
H0028	H0028 =	H0028	אֲבִידָע	a.vi.da	N:N-M-P	Abida	A man of the Midianites living at the time of the Patriarchs, first mentioned at Gen.25.4; <br> son of: Midian (H4080); <br> brother of: Ephah (H5891), Epher (H6081), Hanoch (H2585I) and Eldaah (H0420) <BR> § Abida or Abidah = "my father knows"<br> fourth son of Midian and grandson of Abraham by his wife Keturah (after Sarah died)<br>
H0029	H0029G =	H0029G	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A man of the tribe of Levi living at the time of United Monarchy, first mentioned at 1Sa.8.2; <br> son of: Samuel (H8050); <br> brother of: Joel (H3100)<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>second son of Samuel
H0029	H0029H =	H0029H	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A man of the Kingdom of Israel, living at the time of Divided Monarchy, only mentioned at 1Ki.14.1; <br> son of: Jeroboam (H3379); <br> brother of: Nadab (H5070H)<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029I =	H0029I	אֲבִיָּ֫הוּ, אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A king of the tribe of Judah living at the time of Divided Monarchy, first mentioned at 1Ki.14.31; <br> son of: Rehoboam (H7346) and Maacah (H4601K); <br> brother of: Attai (H6262I), Ziza (H2124H) and Shelomith (H8019); <br> father of: Asa (H0609); <br> half-brother of: Jeush (H3266K), Shemariah (H8114H) and Zaham (H2093); also called Abijam (KJV: Abia) at 1Ki.14.31; 15.1,7,8; <BR> § Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029J =	H0029J	אֲבִיָּה	a.viy.yah	N:N-M-P	`his father`	A womanof the tribe of Judah  living at the time of Egypt and Wilderness, only mentioned at 1Ch.2.24; married to Hezron (H2696H); <br> mother of: Ashhur (H0806); also translated "his father" (NIV: Abijah); <BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029K =	H0029K	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A man of the tribe of Benjamin living at the time of Egypt and Wilderness, only mentioned at 1Ch.7.8; <br> son of: Becher (H1071); <br> brother of: Zemirah (H2160), Joash (H3135), Eliezer (H0461I), Elioenai (H0454I), Omri (H6018H), Jeremoth (H3406H), Anathoth (H6068H) and Alemeth (H5964H)<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029L =	H0029L	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A man living at the time of Divided Monarchy, first mentioned at 1Ch.24.10<BR>Also named: <i>Abia</i> (Ἀβιά "Abijah" G0007H)<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029M =	H0029M	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A man living at the time of Exile and Return, first mentioned at Neh.10.7<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0029	H0029N = a Name of	H0021	אֲבִיָּה	a.viy.yah	N:N-M-P	Abijah	A woman living at the time of Divided Monarchy, first mentioned at 2Ki.18.2; <br> daughter of: Zechariah (H2148C); married to Ahaz (H0271); <br> mother of: Hezekiah (H2396); also called Abijah at 2Ch.29.1; <BR>Another name of <i>a.vi</i> (אֲבִי "Abi" H0021)<BR>§ Abia or Abiah or Abijah = "Jehovah is (my) father"<br>1) king of Judah, son and successor of Rehoboam<br>2) second son of Samuel<br>3) son of Jeroboam the first, king of Israel<br>4) son of Becher, a Benjamite<br>5) head of a priestly house (one of the 24 Levite groups)<br>6) head of a priestly house (after the exile)<br>7) wife of Hezron<br>8) mother of Hezekiah (cf H021)
H0030	H0030 =	H0030	אֲבִיהוּא	a.vi.hu	N:N-M-P	Abihu	A man of the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.23; <br> son of: Aaron (H0175) and Elisheba (H0472); <br> brother of: Nadab (H5070), Eleazar (H0499) and Ithamar (H0385) <BR> § Abihu = "he is (my) father"<br> a son of Aaron destroyed for sacrificing strange fire to God<br>
H0031	H0031 =	H0031	אֲבִיהוּד	a.vi.hud	N:N-M-P	Abihud	A man of the tribe of Benjamin living at the time of Egypt and Wilderness, only mentioned at 1Ch.8.3; <br> son of: Bela (H1106A); <br> brother of: Ard (H0714H), Naaman (H5283H), Ezbon (H0675H), Uzzi (H5813I), Uzziel (H5816I), Jerimoth (H3406), Iri (H5901), Addar (H0146H), Gera (H1617I), Abishua (H0050H) and Ahoah (H0265) <BR> § Abihud = "my father is majesty"<br> son of Bela, a Benjamite<br>
H0032	H0032G =	H0032G	אֲבִיחַ֫יִל	a.vi.ha.yil	N:N-M-P	Abihail	A man living at the time of Egypt and Wilderness, only mentioned at Num.3.35; <br> father of: Zuriel (H6700)<BR>§ Abihail = "my father is might"<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam
H0032	H0032H =	H0032H	אֲבִיחַ֫יִל	a.vi.ha.yil	N:N-M-P	Abihail	A womanof the tribe of Judah  living at the time of Divided Monarchy, only mentioned at 1Ch.2.29; married to Abishur (H0051); <br> mother of: Ahban (H0257), Molid (H4140)<BR>§ Abihail = "my father is might"<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam
H0032	H0032I =	H0032I	אֲבִיחַ֫יִל	a.vi.ha.yil	N:N-M-P	Abihail	A man of the tribe of Gad  living at the time of Divided Monarchy, only mentioned at 1Ch.5.14; <br> son of: Huri (H2359); <br> father of: Michael (H4317H), Meshullam (H4918I), Sheba (H7652), Jorai (H3140), Jacan (H3275), Zia (H2127), Eber (H5677H)<BR>§ Abihail = "my father is might"<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam
H0032	H0032J =	H0032J	אֲבִיחַ֫יִל	a.vi.ha.yil	N:N-M-P	Abihail	A woman of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 2Ch.11.18; <br> daughter of: Eliab (H0446I); married to Jerimoth (H3406N); <br> mother of: Mahalath (H4258H)<BR>§ Abihail = "my father is might"<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam
H0032	H0032K =	H0032K	אֲבִיחַ֫יִל	a.vi.ha.yil	N:N-M-P	Abihail	A man living at the time of Exile and Return, first mentioned at Est.2.15; <br> father of: Esther (H0635)<BR>§ Abihail = "my father is might"<br>1) a Levite in Moses's time<br>2) a Gadite<br>3) father of Esther<br>4) wife of Abishur<br>5) wife of Rehoboam
H0033	H0033 = a group of	H0044I	אֲבִי הָעֶזְרִי	a.vi ha.ez.ri	N:N--PG	Abiezrite	Someone descended from Abiezer, a man of the tribe of Manasseh living at the time of Egypt and Wilderness, first mentioned at Num.26.30; <br> son of: Gilead (H1568H); <br> brother of: Helek (H2507), Asriel (H0844), Shechem (H7928), Shemida (H8061) and Hepher (H2660A); also called Iezer (KJV: Jeezer) at Num.26.30; <BR>Group of <i>a.vi.e.zer</i> (אֲבִיעֶ֫זֶר "Abiezer" H0044I) <BR> § Abiezrite = "my father is help"<br> one of the family of Abiezer, a descendant of Joseph's son, Manasseh<br>
H0034	H0034 =	H0034	אֶבְיוֹן	ev.yon	H:A-M	needy	1) in want, needy, chiefly poor, needy person<br>2) subject to oppression and abuse<br>3) needing help, deliverance from trouble, especially as delivered by God<br>4) general reference to lowest class
H0035	H0035 =	H0035	אֲבִיּוֹנָה	a.viy.yo.nah	H:N-F	desire	caper-berry-of stimulating desire
H0036	H0036 =	H0036	אֲבִיטוּב	a.vi.tuv	N:N-M-P	Abitub	A man of the tribe of Benjamin  living at the time of Divided Monarchy, only mentioned at 1Ch.8.11; <br> son of: Shaharaim (H7842) and Hushim (H2366A); <br> brother of: Jobab (H3103J), Zibia (H6644), Mesha (H4331), Malcam (H4445A), Jeuz (H3263), Sachia (H7634), Mirmah (H4821) and Elpaal (H0508) <BR> § Abitub = "my father is good(ness)"<br> son of Shaharaim, a Benjamite<br>
H0037	H0037 =	H0037	אֲבִיטָ֑ל	a.vi.tal	N:N-F-P	Abital	A woman living at the time of United Monarchy, first mentioned at 2Sa.3.4; married to David (H1732); <br> mother of: Shephatiah (H8203) <BR> § Abital = "my father is (the) dew"<br> a wife of David<br>
